GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G53004509611004","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459611004",,,"Block Group 4, Census Tract 9611, Mason County, Washington",198700,"Block Group 4, Census Tract 9611, Mason County, Washington",132963
"G53004509611005","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961100","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459611005",,,"Block Group 5, Census Tract 9611, Mason County, Washington",195200,"Block Group 5, Census Tract 9611, Mason County, Washington",52694
"G53004509612001","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459612001",,,"Block Group 1, Census Tract 9612, Mason County, Washington",375900,"Block Group 1, Census Tract 9612, Mason County, Washington",122519
"G53004509612002","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459612002",,,"Block Group 2, Census Tract 9612, Mason County, Washington",202400,"Block Group 2, Census Tract 9612, Mason County, Washington",84728
"G53004509612003","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459612003",,,"Block Group 3, Census Tract 9612, Mason County, Washington",201100,"Block Group 3, Census Tract 9612, Mason County, Washington",35412
"G53004509613001","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459613001",,,"Block Group 1, Census Tract 9613, Mason County, Washington",215900,"Block Group 1, Census Tract 9613, Mason County, Washington",51242
"G53004509613002","2006-2010","WA",,,"Washington","53","Mason County","045",,,"961300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530459613002",,,"Block Group 2, Census Tract 9613, Mason County, Washington",167100,"Block Group 2, Census Tract 9613, Mason County, Washington",72712
"G53004709401001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"940100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479401001",,,"Block Group 1, Census Tract 9401, Okanogan County, Washington",79100,"Block Group 1, Census Tract 9401, Okanogan County, Washington",68788
"G53004709401002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"940100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479401002",,,"Block Group 2, Census Tract 9401, Okanogan County, Washington",108000,"Block Group 2, Census Tract 9401, Okanogan County, Washington",24905
"G53004709401003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"940100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479401003",,,"Block Group 3, Census Tract 9401, Okanogan County, Washington",100800,"Block Group 3, Census Tract 9401, Okanogan County, Washington",27881
"G53004709402001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"940200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479402001",,,"Block Group 1, Census Tract 9402, Okanogan County, Washington",240400,"Block Group 1, Census Tract 9402, Okanogan County, Washington",175989
"G53004709402002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"940200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479402002",,,"Block Group 2, Census Tract 9402, Okanogan County, Washington",300700,"Block Group 2, Census Tract 9402, Okanogan County, Washington",80026
"G53004709402003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"940200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479402003",,,"Block Group 3, Census Tract 9402, Okanogan County, Washington",110900,"Block Group 3, Census Tract 9402, Okanogan County, Washington",45546
"G53004709703001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703001",,,"Block Group 1, Census Tract 9703, Okanogan County, Washington",63900,"Block Group 1, Census Tract 9703, Okanogan County, Washington",58192
"G53004709703002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703002",,,"Block Group 2, Census Tract 9703, Okanogan County, Washington",161800,"Block Group 2, Census Tract 9703, Okanogan County, Washington",91193
"G53004709703003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703003",,,"Block Group 3, Census Tract 9703, Okanogan County, Washington",183000,"Block Group 3, Census Tract 9703, Okanogan County, Washington",136686
"G53004709703004","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703004",,,"Block Group 4, Census Tract 9703, Okanogan County, Washington",144100,"Block Group 4, Census Tract 9703, Okanogan County, Washington",109605
"G53004709703005","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703005",,,"Block Group 5, Census Tract 9703, Okanogan County, Washington",172000,"Block Group 5, Census Tract 9703, Okanogan County, Washington",244469
"G53004709703006","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703006",,,"Block Group 6, Census Tract 9703, Okanogan County, Washington",121200,"Block Group 6, Census Tract 9703, Okanogan County, Washington",37735
"G53004709703007","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970300","7",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479703007",,,"Block Group 7, Census Tract 9703, Okanogan County, Washington",189000,"Block Group 7, Census Tract 9703, Okanogan County, Washington",32123
"G53004709704001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479704001",,,"Block Group 1, Census Tract 9704, Okanogan County, Washington",141300,"Block Group 1, Census Tract 9704, Okanogan County, Washington",51834
"G53004709704002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479704002",,,"Block Group 2, Census Tract 9704, Okanogan County, Washington",116300,"Block Group 2, Census Tract 9704, Okanogan County, Washington",64404
"G53004709704003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479704003",,,"Block Group 3, Census Tract 9704, Okanogan County, Washington",139100,"Block Group 3, Census Tract 9704, Okanogan County, Washington",80600
"G53004709705001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479705001",,,"Block Group 1, Census Tract 9705, Okanogan County, Washington",159700,"Block Group 1, Census Tract 9705, Okanogan County, Washington",29658
"G53004709705002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479705002",,,"Block Group 2, Census Tract 9705, Okanogan County, Washington",192800,"Block Group 2, Census Tract 9705, Okanogan County, Washington",49490
"G53004709705003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479705003",,,"Block Group 3, Census Tract 9705, Okanogan County, Washington",142500,"Block Group 3, Census Tract 9705, Okanogan County, Washington",45086
"G53004709706001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479706001",,,"Block Group 1, Census Tract 9706, Okanogan County, Washington",138200,"Block Group 1, Census Tract 9706, Okanogan County, Washington",36735
"G53004709706002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479706002",,,"Block Group 2, Census Tract 9706, Okanogan County, Washington",118000,"Block Group 2, Census Tract 9706, Okanogan County, Washington",16652
"G53004709706003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970600","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479706003",,,"Block Group 3, Census Tract 9706, Okanogan County, Washington",95500,"Block Group 3, Census Tract 9706, Okanogan County, Washington",17178
"G53004709706004","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970600","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479706004",,,"Block Group 4, Census Tract 9706, Okanogan County, Washington",221600,"Block Group 4, Census Tract 9706, Okanogan County, Washington",92063
"G53004709706005","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970600","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479706005",,,"Block Group 5, Census Tract 9706, Okanogan County, Washington",161900,"Block Group 5, Census Tract 9706, Okanogan County, Washington",25295
"G53004709706006","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970600","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479706006",,,"Block Group 6, Census Tract 9706, Okanogan County, Washington",213600,"Block Group 6, Census Tract 9706, Okanogan County, Washington",16149
"G53004709707001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479707001",,,"Block Group 1, Census Tract 9707, Okanogan County, Washington",150300,"Block Group 1, Census Tract 9707, Okanogan County, Washington",25630
"G53004709707002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479707002",,,"Block Group 2, Census Tract 9707, Okanogan County, Washington",176700,"Block Group 2, Census Tract 9707, Okanogan County, Washington",131614
"G53004709707003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479707003",,,"Block Group 3, Census Tract 9707, Okanogan County, Washington",185100,"Block Group 3, Census Tract 9707, Okanogan County, Washington",118014
"G53004709707004","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970700","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479707004",,,"Block Group 4, Census Tract 9707, Okanogan County, Washington",108500,"Block Group 4, Census Tract 9707, Okanogan County, Washington",40679
"G53004709707005","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970700","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479707005",,,"Block Group 5, Census Tract 9707, Okanogan County, Washington",60500,"Block Group 5, Census Tract 9707, Okanogan County, Washington",108381
"G53004709708001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479708001",,,"Block Group 1, Census Tract 9708, Okanogan County, Washington",182900,"Block Group 1, Census Tract 9708, Okanogan County, Washington",42187
"G53004709708002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479708002",,,"Block Group 2, Census Tract 9708, Okanogan County, Washington",179500,"Block Group 2, Census Tract 9708, Okanogan County, Washington",24166
"G53004709708003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479708003",,,"Block Group 3, Census Tract 9708, Okanogan County, Washington",124200,"Block Group 3, Census Tract 9708, Okanogan County, Washington",47745
"G53004709708004","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970800","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479708004",,,"Block Group 4, Census Tract 9708, Okanogan County, Washington",315000,"Block Group 4, Census Tract 9708, Okanogan County, Washington",295182
"G53004709708005","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970800","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479708005",,,"Block Group 5, Census Tract 9708, Okanogan County, Washington",97800,"Block Group 5, Census Tract 9708, Okanogan County, Washington",72298
"G53004709709001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479709001",,,"Block Group 1, Census Tract 9709, Okanogan County, Washington",418300,"Block Group 1, Census Tract 9709, Okanogan County, Washington",243812
"G53004709709002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479709002",,,"Block Group 2, Census Tract 9709, Okanogan County, Washington",452500,"Block Group 2, Census Tract 9709, Okanogan County, Washington",94319
"G53004709709003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479709003",,,"Block Group 3, Census Tract 9709, Okanogan County, Washington",232200,"Block Group 3, Census Tract 9709, Okanogan County, Washington",27834
"G53004709709004","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"970900","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479709004",,,"Block Group 4, Census Tract 9709, Okanogan County, Washington",348300,"Block Group 4, Census Tract 9709, Okanogan County, Washington",127849
"G53004709710001","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"971000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479710001",,,"Block Group 1, Census Tract 9710, Okanogan County, Washington",171100,"Block Group 1, Census Tract 9710, Okanogan County, Washington",64861
"G53004709710002","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"971000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479710002",,,"Block Group 2, Census Tract 9710, Okanogan County, Washington",259400,"Block Group 2, Census Tract 9710, Okanogan County, Washington",61298
"G53004709710003","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"971000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479710003",,,"Block Group 3, Census Tract 9710, Okanogan County, Washington",191400,"Block Group 3, Census Tract 9710, Okanogan County, Washington",35689
"G53004709710004","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"971000","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479710004",,,"Block Group 4, Census Tract 9710, Okanogan County, Washington",265200,"Block Group 4, Census Tract 9710, Okanogan County, Washington",33879
"G53004709710005","2006-2010","WA",,,"Washington","53","Okanogan County","047",,,"971000","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530479710005",,,"Block Group 5, Census Tract 9710, Okanogan County, Washington",223600,"Block Group 5, Census Tract 9710, Okanogan County, Washington",36108
"G53004909502001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499502001",,,"Block Group 1, Census Tract 9502, Pacific County, Washington",150000,"Block Group 1, Census Tract 9502, Pacific County, Washington",46823
"G53004909502002","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499502002",,,"Block Group 2, Census Tract 9502, Pacific County, Washington",157600,"Block Group 2, Census Tract 9502, Pacific County, Washington",39935
"G53004909502003","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499502003",,,"Block Group 3, Census Tract 9502, Pacific County, Washington",99200,"Block Group 3, Census Tract 9502, Pacific County, Washington",62703
"G53004909502004","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950200","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499502004",,,"Block Group 4, Census Tract 9502, Pacific County, Washington",110700,"Block Group 4, Census Tract 9502, Pacific County, Washington",40186
"G53004909502005","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950200","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499502005",,,"Block Group 5, Census Tract 9502, Pacific County, Washington",157700,"Block Group 5, Census Tract 9502, Pacific County, Washington",16671
"G53004909503001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499503001",,,"Block Group 1, Census Tract 9503, Pacific County, Washington",106500,"Block Group 1, Census Tract 9503, Pacific County, Washington",22092
"G53004909503002","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499503002",,,"Block Group 2, Census Tract 9503, Pacific County, Washington",154800,"Block Group 2, Census Tract 9503, Pacific County, Washington",37894
"G53004909503003","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499503003",,,"Block Group 3, Census Tract 9503, Pacific County, Washington",123500,"Block Group 3, Census Tract 9503, Pacific County, Washington",34316
"G53004909503004","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499503004",,,"Block Group 4, Census Tract 9503, Pacific County, Washington",110900,"Block Group 4, Census Tract 9503, Pacific County, Washington",69968
"G53004909504001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499504001",,,"Block Group 1, Census Tract 9504, Pacific County, Washington",181900,"Block Group 1, Census Tract 9504, Pacific County, Washington",28243
"G53004909504002","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499504002",,,"Block Group 2, Census Tract 9504, Pacific County, Washington",166200,"Block Group 2, Census Tract 9504, Pacific County, Washington",8809
"G53004909504003","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499504003",,,"Block Group 3, Census Tract 9504, Pacific County, Washington",151100,"Block Group 3, Census Tract 9504, Pacific County, Washington",34729
"G53004909505001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499505001",,,"Block Group 1, Census Tract 9505, Pacific County, Washington",210100,"Block Group 1, Census Tract 9505, Pacific County, Washington",21493
"G53004909505002","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499505002",,,"Block Group 2, Census Tract 9505, Pacific County, Washington",145300,"Block Group 2, Census Tract 9505, Pacific County, Washington",121978
"G53004909506001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499506001",,,"Block Group 1, Census Tract 9506, Pacific County, Washington",180800,"Block Group 1, Census Tract 9506, Pacific County, Washington",11609
"G53004909507001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499507001",,,"Block Group 1, Census Tract 9507, Pacific County, Washington",187900,"Block Group 1, Census Tract 9507, Pacific County, Washington",55104
"G53004909507002","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499507002",,,"Block Group 2, Census Tract 9507, Pacific County, Washington",180300,"Block Group 2, Census Tract 9507, Pacific County, Washington",18848
"G53004909508001","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499508001",,,"Block Group 1, Census Tract 9508, Pacific County, Washington",174200,"Block Group 1, Census Tract 9508, Pacific County, Washington",33059
"G53004909508002","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"950800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499508002",,,"Block Group 2, Census Tract 9508, Pacific County, Washington",157500,"Block Group 2, Census Tract 9508, Pacific County, Washington",24199
"G53004909901000","2006-2010","WA",,,"Washington","53","Pacific County","049",,,"990100","0",,,,,,,,,,,,,,,,,,,,,,,,"15000US530499901000",,,"Block Group 0, Census Tract 9901, Pacific County, Washington",,"Block Group 0, Census Tract 9901, Pacific County, Washington",
"G53005109701001","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519701001",,,"Block Group 1, Census Tract 9701, Pend Oreille County, Washington",128900,"Block Group 1, Census Tract 9701, Pend Oreille County, Washington",18121
"G53005109701002","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519701002",,,"Block Group 2, Census Tract 9701, Pend Oreille County, Washington",161200,"Block Group 2, Census Tract 9701, Pend Oreille County, Washington",22710
"G53005109701003","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519701003",,,"Block Group 3, Census Tract 9701, Pend Oreille County, Washington",234100,"Block Group 3, Census Tract 9701, Pend Oreille County, Washington",120256
"G53005109702001","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519702001",,,"Block Group 1, Census Tract 9702, Pend Oreille County, Washington",194400,"Block Group 1, Census Tract 9702, Pend Oreille County, Washington",61796
"G53005109702002","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519702002",,,"Block Group 2, Census Tract 9702, Pend Oreille County, Washington",162800,"Block Group 2, Census Tract 9702, Pend Oreille County, Washington",16413
"G53005109702003","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519702003",,,"Block Group 3, Census Tract 9702, Pend Oreille County, Washington",218900,"Block Group 3, Census Tract 9702, Pend Oreille County, Washington",44532
"G53005109703001","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519703001",,,"Block Group 1, Census Tract 9703, Pend Oreille County, Washington",214200,"Block Group 1, Census Tract 9703, Pend Oreille County, Washington",35867
"G53005109703002","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519703002",,,"Block Group 2, Census Tract 9703, Pend Oreille County, Washington",112300,"Block Group 2, Census Tract 9703, Pend Oreille County, Washington",12661
"G53005109703003","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519703003",,,"Block Group 3, Census Tract 9703, Pend Oreille County, Washington",191900,"Block Group 3, Census Tract 9703, Pend Oreille County, Washington",13587
"G53005109704001","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519704001",,,"Block Group 1, Census Tract 9704, Pend Oreille County, Washington",211900,"Block Group 1, Census Tract 9704, Pend Oreille County, Washington",21976
"G53005109704002","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519704002",,,"Block Group 2, Census Tract 9704, Pend Oreille County, Washington",235100,"Block Group 2, Census Tract 9704, Pend Oreille County, Washington",25045
"G53005109704003","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519704003",,,"Block Group 3, Census Tract 9704, Pend Oreille County, Washington",238500,"Block Group 3, Census Tract 9704, Pend Oreille County, Washington",23852
"G53005109705001","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519705001",,,"Block Group 1, Census Tract 9705, Pend Oreille County, Washington",225600,"Block Group 1, Census Tract 9705, Pend Oreille County, Washington",138111
"G53005109705002","2006-2010","WA",,,"Washington","53","Pend Oreille County","051",,,"970500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530519705002",,,"Block Group 2, Census Tract 9705, Pend Oreille County, Washington",170700,"Block Group 2, Census Tract 9705, Pend Oreille County, Washington",97668
"G53005300602001","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530602001",,,"Block Group 1, Census Tract 602, Pierce County, Washington",286800,"Block Group 1, Census Tract 602, Pierce County, Washington",152495
"G53005300603001","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530603001",,,"Block Group 1, Census Tract 603, Pierce County, Washington",366900,"Block Group 1, Census Tract 603, Pierce County, Washington",64425
"G53005300603002","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530603002",,,"Block Group 2, Census Tract 603, Pierce County, Washington",331200,"Block Group 2, Census Tract 603, Pierce County, Washington",57787
"G53005300603003","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530603003",,,"Block Group 3, Census Tract 603, Pierce County, Washington",267200,"Block Group 3, Census Tract 603, Pierce County, Washington",14780
"G53005300604001","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530604001",,,"Block Group 1, Census Tract 604, Pierce County, Washington",611200,"Block Group 1, Census Tract 604, Pierce County, Washington",58832
"G53005300604002","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530604002",,,"Block Group 2, Census Tract 604, Pierce County, Washington",381600,"Block Group 2, Census Tract 604, Pierce County, Washington",32397
"G53005300604003","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530604003",,,"Block Group 3, Census Tract 604, Pierce County, Washington",309800,"Block Group 3, Census Tract 604, Pierce County, Washington",36624
"G53005300604004","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530604004",,,"Block Group 4, Census Tract 604, Pierce County, Washington",265900,"Block Group 4, Census Tract 604, Pierce County, Washington",54422
"G53005300604005","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060400","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530604005",,,"Block Group 5, Census Tract 604, Pierce County, Washington",322300,"Block Group 5, Census Tract 604, Pierce County, Washington",38705
"G53005300605001","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530605001",,,"Block Group 1, Census Tract 605, Pierce County, Washington",577300,"Block Group 1, Census Tract 605, Pierce County, Washington",56947
"G53005300605002","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530605002",,,"Block Group 2, Census Tract 605, Pierce County, Washington",490000,"Block Group 2, Census Tract 605, Pierce County, Washington",142130
"G53005300605003","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530605003",,,"Block Group 3, Census Tract 605, Pierce County, Washington",403100,"Block Group 3, Census Tract 605, Pierce County, Washington",64140
"G53005300605004","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060500","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530605004",,,"Block Group 4, Census Tract 605, Pierce County, Washington",348900,"Block Group 4, Census Tract 605, Pierce County, Washington",40184
"G53005300605005","2006-2010","WA",,,"Washington","53","Pierce County","053",,,"060500","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530530605005",,,"Block Group 5, Census Tract 605, Pierce County, Washington",384900,"Block Group 5, Census Tract 605, Pierce County, Washington",54151
